"","Gene","Species"
"1807","cheAbi","229316at32523"
"1808","chrPic","229316at32523"
"1809","cuoMcc","229316at32523"
"1810","derMaw","229316at32523"
"1811","emySub","229316at32523"
"1812","mesTub","229316at32523"
"1813","pelCas","229316at32523"
"1814","plaMeg","229316at32523"
"1815","podExp","229316at32523"
"1816","carIns","229340at32523"
"1817","cheAbi","229340at32523"
"1818","cheMyd","229340at32523"
"1819","cheSer","229340at32523"
"1820","chrPic","229340at32523"
"1821","cuoAmb","229340at32523"
"1822","cuoMcc","229340at32523"
"1823","derCor","229340at32523"
"1824","derMaw","229340at32523"
"1825","emySub","229340at32523"
"1826","gopAga","229340at32523"
"1827","malTer","229340at32523"
"1828","mesTub","229340at32523"
"1829","pelCas","229340at32523"
"1830","pelSin","229340at32523"
"1831","plaMeg","229340at32523"
"1832","podExp","229340at32523"
"1833","terMex","229340at32523"
"1834","carIns","230043at32523"
"1835","cheAbi","230043at32523"
"1836","cheMyd","230043at32523"
"1837","cheSer","230043at32523"
"1838","chrPic","230043at32523"
"1839","cuoMcc","230043at32523"
"1840","derCor","230043at32523"
"1841","derMaw","230043at32523"
"1842","emySub","230043at32523"
"1843","gopAga","230043at32523"
"1844","malTer","230043at32523"
"1845","mesTub","230043at32523"
"1846","pelCas","230043at32523"
"1847","pelSin","230043at32523"
"1848","plaMeg","230043at32523"
"1849","podExp","230043at32523"
"1850","terMex","230043at32523"
"1851","carIns","230456at32523"
"1852","cheAbi","230456at32523"
"1853","cheMyd","230456at32523"
"1854","cheSer","230456at32523"
"1855","chrPic","230456at32523"
"1856","cuoAmb","230456at32523"
"1857","cuoMcc","230456at32523"
"1858","derCor","230456at32523"
"1859","emySub","230456at32523"
"1860","gopAga","230456at32523"
"1861","malTer","230456at32523"
"1862","mesTub","230456at32523"
"1863","pelCas","230456at32523"
"1864","pelSin","230456at32523"
"1865","plaMeg","230456at32523"
"1866","podExp","230456at32523"
"1867","terMex","230456at32523"
"1868","carIns","230581at32523"
"1869","cheAbi","230581at32523"
"1870","cuoMcc","230581at32523"
"1871","derMaw","230581at32523"
"1872","emySub","230581at32523"
"1873","malTer","230581at32523"
"1874","pelCas","230581at32523"
"1875","pelSin","232302at32523"
"1876","carIns","232356at32523"
"1877","cheMyd","232356at32523"
"1878","chrPic","232356at32523"
"1879","derCor","232356at32523"
"1880","derMaw","232356at32523"
"1881","emySub","232356at32523"
"1882","gopAga","232356at32523"
"1883","malTer","232356at32523"
"1884","pelSin","232356at32523"
"1885","terMex","232356at32523"
"1886","carIns","235208at32523"
"1887","cheAbi","235208at32523"
"1888","cheMyd","235208at32523"
"1889","cheSer","235208at32523"
"1890","chrPic","235208at32523"
"1891","cuoAmb","235208at32523"
"1892","cuoMcc","235208at32523"
"1893","derCor","235208at32523"
"1894","derMaw","235208at32523"
"1895","emySub","235208at32523"
"1896","gopAga","235208at32523"
"1897","malTer","235208at32523"
"1898","mesTub","235208at32523"
"1899","pelCas","235208at32523"
"1900","pelSin","235208at32523"
"1901","plaMeg","235208at32523"
"1902","podExp","235208at32523"
"1903","terMex","235208at32523"
"1904","derCor","235300at32523"
"1905","carIns","235309at32523"
"1906","cheAbi","235309at32523"
"1907","cheSer","235309at32523"
"1908","derMaw","235309at32523"
"1909","emySub","235309at32523"
"1910","mesTub","235309at32523"
"1911","pelCas","235309at32523"
"1912","plaMeg","235309at32523"
"1913","podExp","235309at32523"
"1914","malTer","235673at32523"
"1915","cheAbi","236911at32523"
"1916","cheMyd","236911at32523"
"1917","cheSer","236911at32523"
"1918","cuoAmb","236911at32523"
"1919","cuoMcc","236911at32523"
"1920","derMaw","236911at32523"
"1921","emySub","236911at32523"
"1922","malTer","236911at32523"
"1923","podExp","236911at32523"
"1924","carIns","237255at32523"
"1925","cheAbi","237255at32523"
"1926","cheMyd","237255at32523"
"1927","cheSer","237255at32523"
"1928","chrPic","237255at32523"
"1929","cuoAmb","237255at32523"
"1930","cuoMcc","237255at32523"
"1931","derMaw","237255at32523"
"1932","emySub","237255at32523"
"1933","gopAga","237255at32523"
"1934","mesTub","237255at32523"
"1935","pelCas","237255at32523"
"1936","pelSin","237255at32523"
"1937","plaMeg","237255at32523"
"1938","podExp","237255at32523"
"1939","terMex","237255at32523"
"1940","carIns","237758at32523"
"1941","cheAbi","237758at32523"
"1942","cheMyd","237758at32523"
"1943","cheSer","237758at32523"
"1944","chrPic","237758at32523"
"1945","cuoMcc","237758at32523"
"1946","derCor","237758at32523"
"1947","derMaw","237758at32523"
"1948","emySub","237758at32523"
"1949","gopAga","237758at32523"
"1950","malTer","237758at32523"
"1951","mesTub","237758at32523"
"1952","pelCas","237758at32523"
"1953","pelSin","237758at32523"
"1954","plaMeg","237758at32523"
"1955","podExp","237758at32523"
"1956","terMex","237758at32523"
"1957","carIns","238128at32523"
"1958","cheAbi","238128at32523"
"1959","cheMyd","238128at32523"
"1960","cheSer","238128at32523"
"1961","chrPic","238128at32523"
"1962","cuoAmb","238128at32523"
"1963","cuoMcc","238128at32523"
"1964","derCor","238128at32523"
"1965","derMaw","238128at32523"
"1966","emySub","238128at32523"
"1967","gopAga","238128at32523"
"1968","malTer","238128at32523"
"1969","mesTub","238128at32523"
"1970","pelCas","238128at32523"
"1971","pelSin","238128at32523"
"1972","plaMeg","238128at32523"
"1973","podExp","238128at32523"
"1974","terMex","238128at32523"
"1975","carIns","239395at32523"
"1976","cheAbi","239395at32523"
"1977","cheMyd","239395at32523"
"1978","cheSer","239395at32523"
"1979","chrPic","239395at32523"
"1980","cuoAmb","239395at32523"
"1981","cuoMcc","239395at32523"
"1982","derCor","239395at32523"
"1983","derMaw","239395at32523"
"1984","emySub","239395at32523"
"1985","gopAga","239395at32523"
"1986","malTer","239395at32523"
"1987","pelCas","239395at32523"
"1988","pelSin","239395at32523"
"1989","plaMeg","239395at32523"
"1990","podExp","239395at32523"
"1991","terMex","239395at32523"
"1992","pelSin","239575at32523"
"1993","carIns","240397at32523"
"1994","cheAbi","240397at32523"
"1995","cheMyd","240397at32523"
"1996","cuoAmb","240397at32523"
"1997","cuoMcc","240397at32523"
"1998","derCor","240397at32523"
"1999","derMaw","240397at32523"
"2000","emySub","240397at32523"
"2001","gopAga","240397at32523"
"2002","malTer","240397at32523"
"2003","mesTub","240397at32523"
"2004","pelCas","240397at32523"
"2005","pelSin","240397at32523"
"2006","plaMeg","240397at32523"
"2007","podExp","240397at32523"
"2008","terMex","240397at32523"
"2009","cheSer","240735at32523"
"2010","gopAga","241282at32523"
"2011","carIns","241639at32523"
"2012","cheMyd","241639at32523"
"2013","derCor","241639at32523"
"2014","emySub","241639at32523"
"2015","gopAga","241639at32523"
"2016","malTer","241639at32523"
"2017","pelCas","241639at32523"
"2018","pelSin","241639at32523"
"2019","plaMeg","241639at32523"
"2020","cheSer","241769at32523"
"2021","chrPic","241769at32523"
"2022","cuoAmb","241769at32523"
"2023","cuoMcc","241769at32523"
"2024","derMaw","241769at32523"
"2025","gopAga","241769at32523"
"2026","plaMeg","241769at32523"
"2027","terMex","241769at32523"
"2028","carIns","241794at32523"
"2029","cheAbi","241794at32523"
"2030","cheMyd","241794at32523"
"2031","cheSer","241794at32523"
"2032","chrPic","241794at32523"
"2033","cuoMcc","241794at32523"
"2034","derCor","241794at32523"
"2035","derMaw","241794at32523"
"2036","emySub","241794at32523"
"2037","gopAga","241794at32523"
"2038","malTer","241794at32523"
"2039","mesTub","241794at32523"
"2040","pelCas","241794at32523"
"2041","pelSin","241794at32523"
"2042","podExp","241794at32523"
"2043","terMex","241794at32523"
"2044","carIns","241876at32523"
"2045","cheAbi","241876at32523"
"2046","cheMyd","241876at32523"
"2047","cheSer","241876at32523"
"2048","chrPic","241876at32523"
"2049","cuoAmb","241876at32523"
"2050","cuoMcc","241876at32523"
"2051","derCor","241876at32523"
"2052","derMaw","241876at32523"
"2053","emySub","241876at32523"
"2054","gopAga","241876at32523"
"2055","malTer","241876at32523"
"2056","mesTub","241876at32523"
"2057","pelCas","241876at32523"
"2058","pelSin","241876at32523"
"2059","plaMeg","241876at32523"
"2060","podExp","241876at32523"
"2061","terMex","241876at32523"
"2062","carIns","242152at32523"
"2063","cheAbi","242152at32523"
"2064","cheMyd","242152at32523"
"2065","cheSer","242152at32523"
"2066","chrPic","242152at32523"
"2067","cuoAmb","242152at32523"
"2068","cuoMcc","242152at32523"
"2069","derCor","242152at32523"
"2070","derMaw","242152at32523"
"2071","emySub","242152at32523"
"2072","gopAga","242152at32523"
"2073","malTer","242152at32523"
"2074","mesTub","242152at32523"
"2075","pelCas","242152at32523"
"2076","pelSin","242152at32523"
"2077","plaMeg","242152at32523"
"2078","podExp","242152at32523"
"2079","terMex","242152at32523"
"2080","cheAbi","242304at32523"
"2081","cheMyd","242304at32523"
"2082","cheSer","242304at32523"
"2083","chrPic","242304at32523"
"2084","cuoAmb","242304at32523"
"2085","cuoMcc","242304at32523"
"2086","derCor","242304at32523"
"2087","derMaw","242304at32523"
"2088","emySub","242304at32523"
"2089","gopAga","242304at32523"
"2090","malTer","242304at32523"
"2091","mesTub","242304at32523"
"2092","pelSin","242304at32523"
"2093","plaMeg","242304at32523"
"2094","terMex","242304at32523"
"2095","chrPic","242587at32523"
"2096","cuoMcc","242587at32523"
"2097","emySub","242587at32523"
"2098","malTer","242587at32523"
"2099","pelCas","242587at32523"
"2100","terMex","242587at32523"
"2101","cheAbi","24340at32523"
"2102","cheMyd","24340at32523"
"2103","chrPic","24340at32523"
"2104","cuoAmb","24340at32523"
"2105","cuoMcc","24340at32523"
"2106","derCor","24340at32523"
"2107","derMaw","24340at32523"
"2108","emySub","24340at32523"
"2109","gopAga","24340at32523"
"2110","malTer","24340at32523"
"2111","mesTub","24340at32523"
"2112","pelCas","24340at32523"
"2113","pelSin","24340at32523"
"2114","plaMeg","24340at32523"
"2115","podExp","24340at32523"
"2116","terMex","24340at32523"
"2117","cheSer","244174at32523"
"2118","chrPic","244174at32523"
"2119","cuoMcc","244174at32523"
"2120","emySub","244174at32523"
"2121","gopAga","244174at32523"
"2122","malTer","244174at32523"
"2123","mesTub","244174at32523"
"2124","pelCas","244174at32523"
"2125","podExp","244174at32523"
"2126","derCor","245583at32523"
"2127","derCor","246274at32523"
"2128","carIns","246490at32523"
"2129","cheAbi","246490at32523"
"2130","cheMyd","246490at32523"
"2131","cheSer","246490at32523"
"2132","chrPic","246490at32523"
"2133","cuoAmb","246490at32523"
"2134","cuoMcc","246490at32523"
"2135","derCor","246490at32523"
"2136","derMaw","246490at32523"
"2137","emySub","246490at32523"
"2138","gopAga","246490at32523"
"2139","malTer","246490at32523"
"2140","mesTub","246490at32523"
"2141","pelCas","246490at32523"
"2142","pelSin","246490at32523"
"2143","plaMeg","246490at32523"
"2144","podExp","246490at32523"
"2145","carIns","24655at32523"
"2146","cheAbi","24655at32523"
"2147","cheMyd","24655at32523"
"2148","cheSer","24655at32523"
"2149","chrPic","24655at32523"
"2150","cuoAmb","24655at32523"
"2151","cuoMcc","24655at32523"
"2152","derCor","24655at32523"
"2153","derMaw","24655at32523"
"2154","emySub","24655at32523"
"2155","gopAga","24655at32523"
"2156","malTer","24655at32523"
"2157","mesTub","24655at32523"
"2158","pelCas","24655at32523"
"2159","plaMeg","24655at32523"
"2160","podExp","24655at32523"
"2161","terMex","24655at32523"
"2162","gopAga","246636at32523"
"2163","malTer","246636at32523"
"2164","cuoAmb","247289at32523"
"2165","emySub","247289at32523"
"2166","malTer","247289at32523"
"2167","pelCas","247289at32523"
"2168","podExp","247289at32523"
"2169","cheAbi","248117at32523"
"2170","cheMyd","248117at32523"
"2171","chrPic","248117at32523"
"2172","cuoMcc","248117at32523"
"2173","derCor","248117at32523"
"2174","derMaw","248117at32523"
"2175","emySub","248117at32523"
"2176","gopAga","248117at32523"
"2177","malTer","248117at32523"
"2178","mesTub","248117at32523"
"2179","pelCas","248117at32523"
"2180","pelSin","248117at32523"
"2181","plaMeg","248117at32523"
"2182","podExp","248117at32523"
"2183","terMex","248117at32523"
"2184","carIns","249113at32523"
"2185","cheAbi","249113at32523"
"2186","cheMyd","249113at32523"
"2187","cheSer","249113at32523"
"2188","chrPic","249113at32523"
"2189","cuoMcc","249113at32523"
"2190","derCor","249113at32523"
"2191","derMaw","249113at32523"
"2192","emySub","249113at32523"
"2193","gopAga","249113at32523"
"2194","malTer","249113at32523"
"2195","mesTub","249113at32523"
"2196","pelCas","249113at32523"
"2197","pelSin","249113at32523"
"2198","plaMeg","249113at32523"
"2199","podExp","249113at32523"
"2200","terMex","249113at32523"
"2201","cheMyd","249252at32523"
"2202","carIns","249397at32523"
"2203","cheMyd","249397at32523"
"2204","chrPic","249397at32523"
"2205","cuoAmb","249397at32523"
"2206","derCor","249397at32523"
"2207","derMaw","249397at32523"
"2208","emySub","249397at32523"
"2209","gopAga","249397at32523"
"2210","malTer","249397at32523"
"2211","pelCas","249397at32523"
"2212","pelSin","249397at32523"
"2213","plaMeg","249397at32523"
"2214","podExp","249397at32523"
"2215","carIns","249574at32523"
"2216","cheAbi","249574at32523"
"2217","cheMyd","249574at32523"
"2218","cheSer","249574at32523"
"2219","chrPic","249574at32523"
"2220","cuoAmb","249574at32523"
"2221","cuoMcc","249574at32523"
"2222","derCor","249574at32523"
"2223","derMaw","249574at32523"
"2224","emySub","249574at32523"
"2225","gopAga","249574at32523"
"2226","malTer","249574at32523"
"2227","pelCas","249574at32523"
"2228","pelSin","249574at32523"
"2229","plaMeg","249574at32523"
"2230","podExp","249574at32523"
"2231","terMex","249574at32523"
"2232","malTer","250327at32523"
"2233","podExp","250327at32523"
"2234","cheAbi","25058at32523"
"2235","cheMyd","25058at32523"
"2236","cheSer","25058at32523"
"2237","chrPic","25058at32523"
"2238","cuoAmb","25058at32523"
"2239","cuoMcc","25058at32523"
"2240","derCor","25058at32523"
"2241","derMaw","25058at32523"
"2242","emySub","25058at32523"
"2243","gopAga","25058at32523"
"2244","malTer","25058at32523"
"2245","mesTub","25058at32523"
"2246","pelCas","25058at32523"
"2247","plaMeg","25058at32523"
"2248","podExp","25058at32523"
"2249","terMex","25058at32523"
"2250","carIns","250658at32523"
"2251","cheAbi","250658at32523"
"2252","cheSer","250658at32523"
"2253","chrPic","250658at32523"
"2254","cuoAmb","250658at32523"
"2255","cuoMcc","250658at32523"
"2256","derCor","250658at32523"
"2257","derMaw","250658at32523"
"2258","emySub","250658at32523"
"2259","gopAga","250658at32523"
"2260","malTer","250658at32523"
"2261","mesTub","250658at32523"
"2262","pelCas","250658at32523"
"2263","pelSin","250658at32523"
"2264","plaMeg","250658at32523"
"2265","podExp","250658at32523"
"2266","terMex","250658at32523"
"2267","cheMyd","250844at32523"
"2268","derCor","250844at32523"
"2269","derMaw","250844at32523"
"2270","emySub","250844at32523"
"2271","gopAga","250844at32523"
"2272","malTer","250844at32523"
"2273","mesTub","250844at32523"
"2274","pelCas","250844at32523"
"2275","pelSin","250844at32523"
"2276","podExp","250844at32523"
"2277","cheMyd","250976at32523"
"2278","cuoMcc","250976at32523"
"2279","derCor","250976at32523"
"2280","derMaw","250976at32523"
"2281","emySub","250976at32523"
"2282","malTer","250976at32523"
"2283","mesTub","250976at32523"
"2284","pelCas","250976at32523"
"2285","pelSin","250976at32523"
"2286","podExp","250976at32523"
"2287","terMex","250976at32523"
"2288","carIns","251531at32523"
"2289","cheAbi","251531at32523"
"2290","cheMyd","251531at32523"
"2291","cheSer","251531at32523"
"2292","chrPic","251531at32523"
"2293","cuoAmb","251531at32523"
"2294","cuoMcc","251531at32523"
"2295","derCor","251531at32523"
"2296","derMaw","251531at32523"
"2297","emySub","251531at32523"
"2298","gopAga","251531at32523"
"2299","malTer","251531at32523"
"2300","mesTub","251531at32523"
"2301","pelCas","251531at32523"
"2302","pelSin","251531at32523"
"2303","plaMeg","251531at32523"
"2304","podExp","251531at32523"
"2305","terMex","251531at32523"
"2306","pelSin","252338at32523"
"2307","carIns","254370at32523"
"2308","cheAbi","254370at32523"
"2309","cheSer","254370at32523"
"2310","chrPic","254370at32523"
"2311","cuoAmb","254370at32523"
"2312","cuoMcc","254370at32523"
"2313","derCor","254370at32523"
"2314","derMaw","254370at32523"
"2315","emySub","254370at32523"
"2316","gopAga","254370at32523"
"2317","malTer","254370at32523"
"2318","mesTub","254370at32523"
"2319","pelCas","254370at32523"
"2320","pelSin","254370at32523"
"2321","plaMeg","254370at32523"
"2322","podExp","254370at32523"
"2323","terMex","254370at32523"
"2324","cheAbi","255336at32523"
"2325","chrPic","255336at32523"
"2326","cuoAmb","255336at32523"
"2327","cuoMcc","255336at32523"
"2328","gopAga","255336at32523"
"2329","malTer","255336at32523"
"2330","podExp","255336at32523"
"2331","terMex","255336at32523"
"2332","carIns","255366at32523"
"2333","carIns","255581at32523"
"2334","cheMyd","255581at32523"
"2335","chrPic","255581at32523"
"2336","derCor","255581at32523"
"2337","derMaw","255581at32523"
"2338","emySub","255581at32523"
"2339","malTer","255581at32523"
"2340","mesTub","255581at32523"
"2341","pelCas","255581at32523"
"2342","pelSin","255581at32523"
"2343","plaMeg","255581at32523"
"2344","podExp","255581at32523"
"2345","terMex","255581at32523"
"2346","chrPic","260323at32523"
"2347","cuoAmb","260323at32523"
"2348","cuoMcc","260323at32523"
"2349","derCor","260323at32523"
"2350","derMaw","260323at32523"
"2351","gopAga","260323at32523"
"2352","malTer","260323at32523"
"2353","mesTub","260323at32523"
"2354","pelCas","260323at32523"
"2355","podExp","260323at32523"
"2356","terMex","260323at32523"
"2357","carIns","260366at32523"
"2358","cheAbi","260366at32523"
"2359","cheMyd","260366at32523"
"2360","cheSer","260366at32523"
"2361","chrPic","260366at32523"
"2362","cuoMcc","260366at32523"
"2363","derCor","260366at32523"
"2364","derMaw","260366at32523"
"2365","emySub","260366at32523"
"2366","gopAga","260366at32523"
"2367","malTer","260366at32523"
"2368","mesTub","260366at32523"
"2369","pelCas","260366at32523"
"2370","pelSin","260366at32523"
"2371","plaMeg","260366at32523"
"2372","podExp","260366at32523"
"2373","terMex","260366at32523"
"2374","cheAbi","261228at32523"
"2375","cheMyd","261228at32523"
"2376","chrPic","261228at32523"
"2377","cuoAmb","261228at32523"
"2378","cuoMcc","261228at32523"
"2379","emySub","261228at32523"
"2380","gopAga","261228at32523"
"2381","malTer","261228at32523"
"2382","mesTub","261228at32523"
"2383","pelCas","261228at32523"
"2384","pelSin","261228at32523"
"2385","podExp","261228at32523"
"2386","terMex","261228at32523"
"2387","carIns","262363at32523"
"2388","cheAbi","262363at32523"
"2389","cheMyd","262363at32523"
"2390","cheSer","262363at32523"
"2391","chrPic","262363at32523"
"2392","cuoMcc","262363at32523"
"2393","derMaw","262363at32523"
"2394","gopAga","262363at32523"
"2395","pelCas","262363at32523"
"2396","plaMeg","262363at32523"
"2397","podExp","262363at32523"
"2398","carIns","262489at32523"
"2399","cheAbi","262489at32523"
"2400","cheMyd","262489at32523"
"2401","cheSer","262489at32523"
"2402","chrPic","262489at32523"
"2403","cuoAmb","262489at32523"
"2404","cuoMcc","262489at32523"
"2405","derCor","262489at32523"
"2406","derMaw","262489at32523"
"2407","emySub","262489at32523"
"2408","gopAga","262489at32523"
"2409","malTer","262489at32523"
"2410","mesTub","262489at32523"
"2411","pelCas","262489at32523"
"2412","pelSin","262489at32523"
"2413","plaMeg","262489at32523"
"2414","podExp","262489at32523"
"2415","terMex","262489at32523"
"2416","carIns","263440at32523"
"2417","cheAbi","263440at32523"
"2418","chrPic","263440at32523"
"2419","cuoAmb","263440at32523"
"2420","derCor","263440at32523"
"2421","emySub","263440at32523"
"2422","malTer","263440at32523"
"2423","mesTub","263440at32523"
"2424","pelCas","263440at32523"
"2425","pelSin","263440at32523"
"2426","podExp","263440at32523"
"2427","terMex","263440at32523"
"2428","cuoAmb","263885at32523"
"2429","cuoMcc","263885at32523"
"2430","carIns","264309at32523"
"2431","cheAbi","264309at32523"
"2432","cheSer","264309at32523"
"2433","chrPic","264309at32523"
"2434","cuoAmb","264309at32523"
"2435","cuoMcc","264309at32523"
"2436","derCor","264309at32523"
"2437","emySub","264309at32523"
"2438","gopAga","264309at32523"
"2439","mesTub","264309at32523"
"2440","pelCas","264309at32523"
"2441","podExp","264309at32523"
"2442","terMex","264309at32523"
"2443","carIns","264332at32523"
"2444","cheAbi","264332at32523"
"2445","cheMyd","264332at32523"
"2446","cheSer","264332at32523"
"2447","chrPic","264332at32523"
"2448","cuoMcc","264332at32523"
"2449","derCor","264332at32523"
"2450","emySub","264332at32523"
"2451","gopAga","264332at32523"
"2452","malTer","264332at32523"
"2453","mesTub","264332at32523"
"2454","pelCas","264332at32523"
"2455","pelSin","264332at32523"
"2456","plaMeg","264332at32523"
"2457","podExp","264332at32523"
"2458","carIns","264559at32523"
"2459","cheAbi","264559at32523"
"2460","cheMyd","264559at32523"
"2461","cheSer","264559at32523"
"2462","chrPic","264559at32523"
"2463","cuoMcc","264559at32523"
"2464","derMaw","264559at32523"
"2465","emySub","264559at32523"
"2466","gopAga","264559at32523"
"2467","malTer","264559at32523"
"2468","mesTub","264559at32523"
"2469","pelCas","264559at32523"
"2470","pelSin","264559at32523"
"2471","plaMeg","264559at32523"
"2472","podExp","264559at32523"
"2473","terMex","264559at32523"
"2474","carIns","264604at32523"
"2475","cheAbi","264604at32523"
"2476","cheMyd","264604at32523"
"2477","cheSer","264604at32523"
"2478","chrPic","264604at32523"
"2479","cuoAmb","264604at32523"
"2480","cuoMcc","264604at32523"
"2481","derMaw","264604at32523"
"2482","gopAga","264604at32523"
"2483","malTer","264604at32523"
"2484","mesTub","264604at32523"
"2485","pelCas","264604at32523"
"2486","pelSin","264604at32523"
"2487","plaMeg","264604at32523"
"2488","podExp","264604at32523"
"2489","terMex","264604at32523"
"2490","carIns","264646at32523"
"2491","cheAbi","264646at32523"
"2492","cheSer","264646at32523"
"2493","cuoAmb","264646at32523"
"2494","cuoMcc","264646at32523"
"2495","derCor","264646at32523"
"2496","emySub","264646at32523"
"2497","gopAga","264646at32523"
"2498","mesTub","264646at32523"
"2499","pelCas","264646at32523"
"2500","pelSin","264646at32523"
"2501","plaMeg","264646at32523"
"2502","podExp","264646at32523"
"2503","terMex","264646at32523"
"2504","carIns","265332at32523"
"2505","cheMyd","265332at32523"
"2506","cheSer","265332at32523"
"2507","chrPic","265332at32523"
"2508","derMaw","265332at32523"
"2509","emySub","265332at32523"
"2510","mesTub","265332at32523"
"2511","pelCas","265332at32523"
"2512","plaMeg","265332at32523"
"2513","chrPic","265352at32523"
"2514","cuoAmb","265352at32523"
"2515","cuoMcc","265352at32523"
"2516","gopAga","265352at32523"
"2517","malTer","265352at32523"
"2518","mesTub","265352at32523"
"2519","plaMeg","265352at32523"
"2520","podExp","265352at32523"
"2521","terMex","265352at32523"
"2522","pelSin","266604at32523"
"2523","carIns","267472at32523"
"2524","cheAbi","267472at32523"
"2525","cheMyd","267472at32523"
"2526","cheSer","267472at32523"
"2527","chrPic","267472at32523"
"2528","cuoMcc","267472at32523"
"2529","derCor","267472at32523"
"2530","derMaw","267472at32523"
"2531","gopAga","267472at32523"
"2532","malTer","267472at32523"
"2533","plaMeg","267472at32523"
"2534","podExp","267472at32523"
"2535","carIns","267926at32523"
"2536","cheAbi","267926at32523"
"2537","cheMyd","267926at32523"
"2538","cheSer","267926at32523"
"2539","chrPic","267926at32523"
"2540","cuoAmb","267926at32523"
"2541","cuoMcc","267926at32523"
"2542","derCor","267926at32523"
"2543","derMaw","267926at32523"
"2544","emySub","267926at32523"
"2545","gopAga","267926at32523"
"2546","malTer","267926at32523"
"2547","mesTub","267926at32523"
"2548","pelCas","267926at32523"
"2549","pelSin","267926at32523"
"2550","plaMeg","267926at32523"
"2551","podExp","267926at32523"
"2552","terMex","267926at32523"
"2553","carIns","268617at32523"
"2554","cheAbi","268617at32523"
"2555","cheMyd","268617at32523"
"2556","cheSer","268617at32523"
"2557","chrPic","268617at32523"
"2558","cuoAmb","268617at32523"
"2559","cuoMcc","268617at32523"
"2560","derCor","268617at32523"
"2561","derMaw","268617at32523"
"2562","emySub","268617at32523"
"2563","gopAga","268617at32523"
"2564","malTer","268617at32523"
"2565","mesTub","268617at32523"
"2566","pelCas","268617at32523"
"2567","pelSin","268617at32523"
"2568","plaMeg","268617at32523"
"2569","podExp","268617at32523"
"2570","terMex","268617at32523"
"2571","carIns","269194at32523"
"2572","cheAbi","269194at32523"
"2573","cheMyd","269194at32523"
"2574","chrPic","269194at32523"
"2575","cuoAmb","269194at32523"
"2576","cuoMcc","269194at32523"
"2577","derCor","269194at32523"
"2578","derMaw","269194at32523"
"2579","emySub","269194at32523"
"2580","gopAga","269194at32523"
"2581","malTer","269194at32523"
"2582","mesTub","269194at32523"
"2583","pelCas","269194at32523"
"2584","plaMeg","269194at32523"
"2585","podExp","269194at32523"
"2586","terMex","269194at32523"
"2587","carIns","269666at32523"
"2588","cheAbi","269666at32523"
"2589","cheMyd","269666at32523"
"2590","cheSer","269666at32523"
"2591","chrPic","269666at32523"
"2592","cuoAmb","269666at32523"
"2593","cuoMcc","269666at32523"
"2594","derCor","269666at32523"
"2595","derMaw","269666at32523"
"2596","emySub","269666at32523"
"2597","gopAga","269666at32523"
"2598","malTer","269666at32523"
"2599","mesTub","269666at32523"
"2600","pelCas","269666at32523"
"2601","plaMeg","269666at32523"
"2602","podExp","269666at32523"
"2603","terMex","269666at32523"
"2604","carIns","269984at32523"
"2605","cheAbi","269984at32523"
"2606","cheMyd","269984at32523"
"2607","cheSer","269984at32523"
"2608","chrPic","269984at32523"
"2609","cuoAmb","269984at32523"
"2610","cuoMcc","269984at32523"
"2611","derCor","269984at32523"
"2612","derMaw","269984at32523"
"2613","emySub","269984at32523"
"2614","gopAga","269984at32523"
"2615","malTer","269984at32523"
"2616","mesTub","269984at32523"
"2617","pelCas","269984at32523"
"2618","pelSin","269984at32523"
"2619","plaMeg","269984at32523"
"2620","podExp","269984at32523"
"2621","terMex","269984at32523"
"2622","cheAbi","270101at32523"
"2623","cheMyd","270101at32523"
"2624","cuoAmb","270101at32523"
"2625","cuoMcc","270101at32523"
"2626","emySub","270101at32523"
"2627","malTer","270101at32523"
"2628","mesTub","270101at32523"
"2629","pelCas","270101at32523"
"2630","pelSin","270101at32523"
"2631","plaMeg","270101at32523"
"2632","podExp","270101at32523"
"2633","cheMyd","270328at32523"
"2634","pelSin","270328at32523"
"2635","carIns","271255at32523"
"2636","cheAbi","271255at32523"
"2637","cheMyd","271255at32523"
"2638","chrPic","271255at32523"
"2639","derCor","271255at32523"
"2640","emySub","271255at32523"
"2641","gopAga","271255at32523"
"2642","mesTub","271255at32523"
"2643","plaMeg","271255at32523"
"2644","podExp","271255at32523"
"2645","terMex","271255at32523"
"2646","carIns","272098at32523"
"2647","cheAbi","272098at32523"
"2648","cheMyd","272098at32523"
"2649","cheSer","272098at32523"
"2650","chrPic","272098at32523"
"2651","cuoAmb","272098at32523"
"2652","cuoMcc","272098at32523"
"2653","derCor","272098at32523"
"2654","derMaw","272098at32523"
"2655","emySub","272098at32523"
"2656","gopAga","272098at32523"
"2657","malTer","272098at32523"
"2658","mesTub","272098at32523"
"2659","pelCas","272098at32523"
"2660","pelSin","272098at32523"
"2661","plaMeg","272098at32523"
"2662","podExp","272098at32523"
"2663","terMex","272098at32523"
"2664","chrPic","272384at32523"
"2665","derCor","272384at32523"
"2666","gopAga","272384at32523"
"2667","malTer","272384at32523"
"2668","terMex","272384at32523"
"2669","carIns","272967at32523"
"2670","cheAbi","272967at32523"
"2671","cheMyd","272967at32523"
"2672","cheSer","272967at32523"
"2673","chrPic","272967at32523"
"2674","cuoAmb","272967at32523"
"2675","cuoMcc","272967at32523"
"2676","derCor","272967at32523"
"2677","derMaw","272967at32523"
"2678","emySub","272967at32523"
